Gene ID,Control,Cancer
ENSG00000007952,157.7931034,70.13888889
ENSG00000007968,111.6206897,225.2222222
ENSG00000008018,2944.551724,3776.833333
ENSG00000008056,40.5862069,48.86111111
ENSG00000008083,989,1401.805556
ENSG00000008086,56.48275862,71.41666667
ENSG00000008118,10.24137931,13.77777778
ENSG00000008128,33.17241379,36.25
ENSG00000008130,1843.37931,2083.861111
ENSG00000008196,38.24137931,76.63888889
ENSG00000008197,0.172413793,0.027777778
ENSG00000008226,55.27586207,72.36111111
ENSG00000008256,1000.275862,724.9444444
ENSG00000008277,290.4137931,328.75
ENSG00000008282,4854,6229.944444
ENSG00000008283,1642.724138,2923.305556
ENSG00000008294,3085.068966,3131.916667
ENSG00000008300,217.3103448,830.7222222
ENSG00000008311,542.5862069,469.75
ENSG00000008323,1075.965517,1218.861111
ENSG00000008324,523.5862069,768.6666667
ENSG00000008382,495.7241379,589.7222222
ENSG00000008394,4565.655172,7496.055556
ENSG00000008405,858.0344828,738.5555556
ENSG00000008438,6.034482759,2.805555556
ENSG00000008441,4451.206897,930.9444444
ENSG00000008513,3601.586207,3111.75
ENSG00000008516,292.9655172,104.0833333
ENSG00000008517,1695.103448,1200.638889
ENSG00000008710,3683.103448,1994.777778
ENSG00000008735,47.79310345,191.2777778
ENSG00000008838,1510.310345,2036.527778
ENSG00000008853,1455.551724,1270.305556
ENSG00000008869,956.3448276,1195
ENSG00000008952,7761.034483,6151.916667
ENSG00000008988,27440.31034,32529.25
ENSG00000009307,17420.55172,16779.72222
ENSG00000009335,2109.034483,2844.194444
ENSG00000009413,1617.551724,751.0277778
ENSG00000009694,48.13793103,213.9166667
ENSG00000009709,2.413793103,27.33333333
ENSG00000009724,2.206896552,3.722222222
ENSG00000009765,25.51724138,92.11111111
ENSG00000009780,569.2068966,551.3333333
ENSG00000009790,946.0344828,267.3055556
ENSG00000009830,490.5172414,718.5833333
ENSG00000009844,1123.793103,1788.111111
ENSG00000009950,39.06896552,60.77777778
ENSG00000009954,3372.103448,4051.805556
ENSG00000010017,1555.448276,1755.277778
ENSG00000010030,214.6551724,350.9166667
ENSG00000010072,314.5862069,467.1944444
ENSG00000010165,697.4482759,1019.027778
ENSG00000010219,319.8965517,343.1944444
ENSG00000010244,4397.862069,6426.805556
ENSG00000010256,2900.448276,3854.277778
ENSG00000010270,841.8275862,865.0555556
ENSG00000010278,9472.206897,12590.80556
ENSG00000010282,1.862068966,1.916666667
ENSG00000010292,1195.758621,2117
ENSG00000010295,839.2413793,273.3333333
ENSG00000010310,411.137931,335.5555556
ENSG00000010318,202.2758621,215.8611111
ENSG00000010319,673.1724138,172.4722222
ENSG00000010322,4247.551724,3883.333333
ENSG00000010327,6657.586207,2036.805556
ENSG00000010361,399.4827586,416.4444444
ENSG00000010379,4.206896552,6.944444444
ENSG00000010404,3786.931034,3173.777778
ENSG00000010438,90.51724138,167.9444444
ENSG00000010539,312.4827586,386.3611111
ENSG00000010610,2758.37931,878.0555556
ENSG00000010626,206.137931,241.5833333
ENSG00000010671,504.7586207,144.3333333
ENSG00000010704,575.0344828,542.3888889
ENSG00000010803,1407.413793,1127.027778
ENSG00000010810,2155.724138,837.1111111
ENSG00000010818,1354.310345,1511.111111
ENSG00000010932,32.72413793,74.52777778
ENSG00000011007,1601.965517,2173.5
ENSG00000011009,1683.344828,2437.027778
ENSG00000011021,644.7586207,733.7777778
ENSG00000011028,5394.310345,2123.083333
ENSG00000011052,0,0
ENSG00000011083,4.689655172,209.5833333
ENSG00000011105,1558,1023.138889
ENSG00000011114,1396.758621,1410.666667
ENSG00000011132,535.9655172,550.1944444
ENSG00000011143,323.6551724,559.3055556
ENSG00000011198,501.7241379,727.0555556
ENSG00000011201,109.862069,141.5555556
ENSG00000011243,2419.862069,3159.138889
ENSG00000011258,894.4827586,1378.472222
ENSG00000011260,1012.655172,1595.916667
ENSG00000011275,1663.896552,1334.833333
ENSG00000011295,1646.793103,1619.638889
ENSG00000011304,6429.517241,7558.805556
ENSG00000011332,8.551724138,45.16666667
ENSG00000011347,282.9310345,892.3055556
ENSG00000011376,507.8965517,719.1111111
ENSG00000011405,1799.034483,1702.888889
ENSG00000011422,1710.448276,1179.166667
ENSG00000011426,218.0344828,1244.083333
ENSG00000011451,1530.068966,1942.916667
ENSG00000011454,2093.793103,1916.361111
ENSG00000011465,39947.31034,4403.583333
ENSG00000011478,275.6206897,303.8055556
ENSG00000011485,1437.862069,1752.305556
ENSG00000011523,1077.551724,830.25
ENSG00000011566,1082.724138,1983.722222
ENSG00000011590,72.10344828,18.63888889
ENSG00000011600,1653.482759,862.9722222
ENSG00000011638,1638.448276,1878.666667
ENSG00000011677,71.24137931,129.8888889
ENSG00000012048,248.137931,727.3055556
ENSG00000012061,1693.068966,1634.083333
ENSG00000012124,694.4827586,58.52777778
ENSG00000012171,1513.137931,763.5277778
ENSG00000012174,450.4827586,523.1388889
ENSG00000012211,497.2413793,866.0833333
ENSG00000012223,431.9310345,42.22222222
ENSG00000012232,1125.034483,1025.722222
ENSG00000012504,187.0689655,120.5277778
ENSG00000012660,2774.034483,2383.694444
ENSG00000012779,4016.172414,3703.472222
ENSG00000012817,1722.551724,1480.638889
ENSG00000012822,3166.827586,2654.972222
ENSG00000012963,759,894.0833333
ENSG00000012983,1773.655172,2234.75
ENSG00000013016,1043.37931,703.8611111
ENSG00000013275,1841.689655,2332.833333
ENSG00000013288,2101.137931,1884.416667
ENSG00000013293,0.379310345,0.444444444
ENSG00000013297,706.7931034,417.6666667
ENSG00000013306,2077.413793,3317.277778
ENSG00000013364,5702.551724,4851.361111
ENSG00000013374,2518.448276,2590.694444
ENSG00000013375,1074.310345,1368
ENSG00000013392,163.5862069,207.1944444
ENSG00000013441,4460.275862,4494.5
ENSG00000013503,282.9655172,451.1666667
ENSG00000013523,647.6206897,656.1944444
ENSG00000013561,1011.034483,1042.555556
ENSG00000013563,879.8965517,1014.694444
ENSG00000013573,584.9310345,2007.361111
ENSG00000013583,985.5862069,1225.972222
ENSG00000013588,7762.241379,4090.583333
ENSG00000013619,160.9655172,77.66666667
ENSG00000013725,756.7586207,192.3888889
ENSG00000013810,477.2068966,924.2777778
ENSG00000014123,1596.241379,1949.138889
ENSG00000014138,387.7586207,614.5555556
ENSG00000014164,605.3103448,770.9444444
ENSG00000014216,7322.62069,10116.83333
ENSG00000014257,139.3448276,158.3333333
ENSG00000014641,2343.137931,3133.861111
ENSG00000014824,1732.931034,2042.805556
ENSG00000014914,580.2758621,759.1388889
ENSG00000014919,869.5172414,842.7222222
ENSG00000015133,1495.551724,1371.416667
ENSG00000015153,691.862069,712.0555556
ENSG00000015171,3050.37931,2916.083333
ENSG00000015285,836.2758621,260.75
ENSG00000015413,40,20.19444444
ENSG00000015475,965.3448276,1471.472222
ENSG00000015479,8041.344828,8917.555556
ENSG00000015520,12.10344828,21.94444444
ENSG00000015532,962.7241379,1095.333333
ENSG00000015568,119.862069,159.1388889
ENSG00000015592,3.724137931,5.388888889
ENSG00000015676,1899.689655,1848.222222
ENSG00000016082,63.75862069,72.80555556
ENSG00000016391,63.51724138,162.1111111
ENSG00000016402,681.6896552,1279.888889
ENSG00000016490,2.034482759,4.666666667
ENSG00000016602,4794.62069,2990.25
ENSG00000016864,1159.275862,1682.5
ENSG00000017260,2548.793103,3685.75
ENSG00000017373,335.3103448,951.9722222
ENSG00000017427,2085.586207,221.1666667
ENSG00000017483,271.9655172,659.0833333
ENSG00000017621,201.7931034,338.3333333
ENSG00000017797,4659.862069,8757.916667
ENSG00000018189,1290.724138,1123.361111
ENSG00000018236,1041.241379,185.5277778
ENSG00000018280,605.137931,654.6944444
ENSG00000018408,4063.758621,1774.222222
ENSG00000018510,1283.517241,1650.555556
ENSG00000018607,1.034482759,0.583333333
ENSG00000018610,725.2413793,806.5277778
ENSG00000018625,997.7931034,92.97222222
ENSG00000018699,463.3103448,605.5277778
ENSG00000018869,93.75862069,81
ENSG00000019102,2775.103448,3869.5
ENSG00000019144,3844.793103,2009.944444
ENSG00000019169,265.7241379,70
ENSG00000019186,2746.724138,4130.555556
ENSG00000019485,205.4482759,137.6944444
ENSG00000019505,7.275862069,159.1388889
ENSG00000019549,869.5862069,1196.25
ENSG00000019582,66516.93103,30384.75
ENSG00000019991,669.137931,285
ENSG00000019995,1380.827586,1183.194444
ENSG00000020129,750.3448276,729.0833333
ENSG00000020181,4417.793103,776.8888889
ENSG00000020219,0.724137931,1
ENSG00000020256,362.2758621,606.0555556
ENSG00000020426,446.4482759,672.7222222
ENSG00000020577,1873.448276,634.3888889
ENSG00000020633,1085.793103,328.4166667
ENSG00000020922,447.2758621,703.75
ENSG00000021300,184.8965517,379.4166667
ENSG00000021355,2722.172414,2849.833333
ENSG00000021461,2.862068966,19.58333333
ENSG00000021488,18.62068966,21.94444444
ENSG00000021574,611.6206897,784.6111111
ENSG00000021645,422.1724138,462.7777778
ENSG00000021762,1120.241379,711.9166667
ENSG00000021776,979,1167.277778
ENSG00000021826,53.13793103,117.2777778
ENSG00000021852,0.344827586,0.472222222
ENSG00000022267,9773.965517,432.1111111
ENSG00000022277,1609.586207,1822.5
ENSG00000022355,0.586206897,0.166666667
ENSG00000022556,315.2413793,710.7777778
ENSG00000022567,525.6896552,668.5833333
ENSG00000022840,3865.517241,4191.222222
ENSG00000022976,429.137931,436.4722222
ENSG00000023041,1160.758621,1380.027778
ENSG00000023171,119.3448276,142.5277778
ENSG00000023191,3719.655172,2866.361111
ENSG00000023228,1693.827586,1977.833333
ENSG00000023287,2927.862069,3429.194444
ENSG00000023318,2073.344828,2204.583333
ENSG00000023330,2969.827586,3099.583333
ENSG00000023445,3341.275862,1262.333333
ENSG00000023516,1572.965517,1406.694444
ENSG00000023572,173.5517241,307.6666667
ENSG00000023608,307.4137931,554.8055556
ENSG00000023697,641.3448276,875.25
ENSG00000023734,2650.068966,3455.444444
ENSG00000023839,77.03448276,36.30555556
ENSG00000023892,1241.793103,912.5833333
ENSG00000023902,1964.448276,736.6944444
ENSG00000023909,945.2068966,1652.25
ENSG00000024048,1684.793103,1783.444444
ENSG00000024422,3778.344828,1224.333333
ENSG00000024526,90.37931034,508.8888889
ENSG00000024862,716.4137931,602.4166667
ENSG00000025039,473.5517241,438.2777778
ENSG00000025156,356.7241379,510.4166667
ENSG00000025293,1533.137931,1468.361111
ENSG00000025423,492.6896552,91.30555556
ENSG00000025434,846.3793103,760.0277778
ENSG00000025708,2197.758621,2756.388889
ENSG00000025770,930,1004.055556
ENSG00000025772,1247.586207,2027.277778
ENSG00000025796,3476.62069,3441.611111
ENSG00000025800,2293,2221.25
ENSG00000026025,35560.41379,11230.16667
ENSG00000026036,91.68965517,91.55555556
ENSG00000026103,862.8965517,440
ENSG00000026297,1299.448276,1516.527778
ENSG00000026508,10623.34483,9409
ENSG00000026559,112.5862069,292.6388889
ENSG00000026652,384.9310345,414.8333333
ENSG00000026751,1136.034483,596.6111111
ENSG00000026950,1708.413793,1533.694444
ENSG00000027001,328.1034483,430.5555556
ENSG00000027075,1439.965517,1069.805556
ENSG00000027644,4.931034483,5.277777778
ENSG00000027697,3383.655172,2984.888889
ENSG00000027847,661.2758621,689.8333333
ENSG00000027869,324.7586207,246.1944444
ENSG00000028116,535.3793103,755.9722222
ENSG00000028137,2584.068966,928.75
ENSG00000028203,1772.137931,2099.527778
ENSG00000028277,1183.724138,434.8611111
ENSG00000028310,1623.931034,2458.833333
ENSG00000028528,3773.241379,3609.888889
ENSG00000028839,354.8275862,460.9444444
ENSG00000029153,476.862069,802.0833333
ENSG00000029363,5018.482759,5428.25
ENSG00000029364,1412.931034,1785.388889
ENSG00000029534,80.34482759,62
ENSG00000029559,1.862068966,23.02777778
ENSG00000029639,260.7241379,363.3611111
ENSG00000029725,1696.689655,1471.972222
ENSG00000029993,795.8275862,2595.694444
ENSG00000030066,1295.586207,1537.527778
ENSG00000030110,790.7241379,1098.027778
ENSG00000030304,38.17241379,2.583333333
ENSG00000030419,855.0344828,1692.388889
ENSG00000030582,8704,10131.72222
ENSG00000031003,1401.793103,1216.583333
ENSG00000031081,1116.655172,467.6111111
ENSG00000031544,11.34482759,8.111111111
ENSG00000031691,192.8965517,337.9444444
ENSG00000031698,3335.034483,3236.027778
ENSG00000031823,1692.965517,1716.861111
ENSG00000032219,2205.482759,1585.5
ENSG00000032389,413.5172414,602.5277778
ENSG00000032444,1728.586207,1692.805556
ENSG00000032742,371.7241379,362.3611111
ENSG00000033011,515.3793103,577.5833333
ENSG00000033030,975.1724138,1095.166667
ENSG00000033050,1299.068966,1585.388889
ENSG00000033100,1547,1598.527778
ENSG00000033122,27.44827586,6.861111111
ENSG00000033170,1019.103448,806.7777778
ENSG00000033178,1439.310345,2569.361111
ENSG00000033327,1250,632.4722222
ENSG00000033627,1181.965517,991.6944444
ENSG00000033800,883.137931,780.5
ENSG00000033867,1348.965517,1432.055556
ENSG00000034053,236.5172414,320.1944444
ENSG00000034063,187.0689655,728.4444444
ENSG00000034152,2173.689655,1350.138889
ENSG00000034239,66.72413793,104.6666667
ENSG00000034510,19042.93103,30864.77778
ENSG00000034533,258.3448276,290.9722222
ENSG00000034677,3046.137931,4249.555556
ENSG00000034693,365.7586207,375.3055556
ENSG00000034713,2167.689655,2133.277778
ENSG00000034971,329.4137931,4.944444444
ENSG00000035115,2262.103448,3284.694444
ENSG00000035141,1174.551724,1978.111111
ENSG00000035403,8234.448276,4260.25
ENSG00000035499,73.96551724,312.2222222
ENSG00000035664,433.0344828,239.75
ENSG00000035681,1184.862069,1390.722222
ENSG00000035687,1360.37931,1868.5
ENSG00000035720,169.0689655,28.75
ENSG00000035862,12737.68966,3159.444444
ENSG00000035928,1837.37931,2057.694444
ENSG00000036054,1123.689655,1290.916667
ENSG00000036257,2414,2251.75
ENSG00000036448,130.9310345,34.25
ENSG00000036473,5.724137931,0.222222222
ENSG00000036530,92.89655172,24.86111111
ENSG00000036549,936.7931034,1393.361111
ENSG00000036565,3.344827586,17.11111111
ENSG00000036672,157.8275862,58.94444444
ENSG00000036828,30.89655172,13.5
ENSG00000037042,1093.793103,1228.555556
ENSG00000037241,384.6206897,612.6944444
ENSG00000037280,560.5862069,310
ENSG00000037474,1999.034483,3912.25
ENSG00000037637,822.4137931,901.25
ENSG00000037749,918.3793103,804.5
ENSG00000037757,1037.931034,1333.416667
ENSG00000037897,249.6551724,420.1944444
ENSG00000037965,12.96551724,53.30555556
ENSG00000038002,464.4482759,578.8611111
ENSG00000038210,997.6896552,1233
ENSG00000038219,4072.448276,3064.694444
ENSG00000038274,2245.068966,2264.5
ENSG00000038295,230.5517241,201.5277778
ENSG00000038358,1175.758621,1234.833333
ENSG00000038382,2556.310345,3034.638889
ENSG00000038427,4308.655172,4467.527778
ENSG00000038532,927.8965517,956.9722222
ENSG00000038945,887.6896552,838.0555556
ENSG00000039068,5801.62069,10940.05556
ENSG00000039123,1750.103448,2061.111111
ENSG00000039139,124.137931,100.1388889
ENSG00000039319,1285.965517,1336.333333
ENSG00000039523,2646.655172,1908.138889
ENSG00000039537,41.17241379,4.361111111
ENSG00000039560,2494.586207,3568.527778
ENSG00000039600,6,5.416666667
ENSG00000039650,1373.655172,1545.611111
ENSG00000039987,0.206896552,1.25
ENSG00000040199,374.3793103,299.9444444
ENSG00000040275,235.8275862,475.3333333
ENSG00000040341,817,1154.666667
ENSG00000040487,344.5862069,446.25
ENSG00000040531,394.0689655,397.1111111
ENSG00000040608,27.37931034,85.13888889
ENSG00000040633,962,1085.972222
ENSG00000040731,12.62068966,47.33333333
ENSG00000040933,1439.068966,1716.083333
ENSG00000041353,828.4137931,1394.166667
ENSG00000041357,3140.896552,4759.055556
ENSG00000041515,17.5862069,10.75
ENSG00000041802,1410.448276,2028.444444
ENSG00000041880,838.2413793,864.3888889
ENSG00000041982,5026.965517,4454.666667
ENSG00000041988,278.6206897,370.9166667
ENSG00000042062,602.7586207,281.6388889
ENSG00000042088,433.6206897,711.2777778
ENSG00000042286,524.6896552,616.8333333
ENSG00000042304,0.344827586,0.222222222
ENSG00000042317,273.9655172,334.5277778
ENSG00000042429,836.2758621,1022.166667
ENSG00000042445,1408.448276,1316.138889
ENSG00000042493,3280.724138,3783.666667
ENSG00000042753,1414.586207,1831.861111
ENSG00000042781,1.310344828,6.222222222
ENSG00000042813,0.827586207,0.444444444
ENSG00000042832,59.48275862,70.11111111
ENSG00000042980,1557.034483,1044.611111
ENSG00000043039,54.20689655,191.7777778
ENSG00000043093,1150.965517,1655.722222
ENSG00000043143,1718.965517,1080.166667
ENSG00000043355,13.37931034,74.11111111
ENSG00000043462,1584.758621,760.3055556
ENSG00000043514,840,1684.805556
ENSG00000043591,94.4137931,140.8888889
ENSG00000044012,0.344827586,0.333333333
ENSG00000044090,1195.724138,1887.333333
ENSG00000044115,8295.37931,9933.111111
ENSG00000044446,778.7241379,1386.555556
ENSG00000044459,570.2758621,396.7222222
ENSG00000044524,887.5172414,182.7222222
ENSG00000044574,10817.03448,14049.47222
ENSG00000046604,3297.655172,6265.75
ENSG00000046647,383.8275862,470.8055556
ENSG00000046651,1866.413793,2346.888889
ENSG00000046653,578.2758621,156.3888889
ENSG00000046774,8.517241379,47.97222222
ENSG00000046889,692.5862069,178.1111111
ENSG00000047056,701.0344828,751.8611111
ENSG00000047188,1304.448276,1390.277778
ENSG00000047230,647.0344828,1030.805556
ENSG00000047249,1190.241379,1536.722222
ENSG00000047315,2641.344828,3503.472222
ENSG00000047346,1444.413793,1709.333333
ENSG00000047365,800.4137931,1149.583333
ENSG00000047410,4202.034483,5884.138889
ENSG00000047457,2772.37931,7417.555556
ENSG00000047578,744.6896552,993.5833333
ENSG00000047579,488.7241379,533.0277778
ENSG00000047597,106.3793103,188.2222222
ENSG00000047617,70.37931034,28.47222222
ENSG00000047621,509.7586207,542.9722222
ENSG00000047634,570.8275862,461.9444444
ENSG00000047644,1204.689655,946.25
ENSG00000047648,895.1034483,537.0555556
ENSG00000047662,3.448275862,148.4166667
ENSG00000047849,8774.103448,6132.277778
ENSG00000047932,1329.724138,1657.944444
ENSG00000047936,1.413793103,32.91666667
ENSG00000048028,807.8965517,894.4166667
ENSG00000048052,366.3103448,177.8055556
ENSG00000048140,1301.103448,1596.916667
ENSG00000048162,518.4482759,858.1944444
ENSG00000048342,549.6206897,286.2222222
ENSG00000048392,905.4827586,1277.833333
ENSG00000048405,833.7586207,791.5277778
ENSG00000048462,84.82758621,20.41666667
ENSG00000048471,832.2413793,545.25
ENSG00000048540,770.4827586,275.75
ENSG00000048544,959.3103448,1214.25
ENSG00000048545,3.896551724,4.361111111
ENSG00000048649,3787.344828,3090.083333
ENSG00000048707,2202.034483,2072.527778
ENSG00000048740,2068.034483,454.6944444
ENSG00000048828,4812.758621,5223
ENSG00000048991,806.137931,1043.277778
ENSG00000049089,1164.586207,1113.361111
ENSG00000049130,997.5517241,624.5277778
ENSG00000049167,193.0344828,234.3055556
ENSG00000049192,210.3448276,149.1944444
ENSG00000049239,3545.482759,2092.861111
ENSG00000049245,3042.655172,2950.777778
ENSG00000049246,801.2413793,575.6666667
ENSG00000049247,99.20689655,64.75
ENSG00000049249,67.75862069,45.55555556
ENSG00000049283,749.6896552,1411.611111
ENSG00000049319,329.6206897,34.11111111
ENSG00000049323,4554.275862,1881.305556
ENSG00000049449,7004.241379,8135.138889
ENSG00000049540,4799.448276,442.5
ENSG00000049541,540.862069,960.25
ENSG00000049618,2673.793103,2770.722222
ENSG00000049656,2315.448276,3482.527778
ENSG00000049759,2575.137931,3259.111111
ENSG00000049768,246.3448276,132.3055556
